funder.name,count,doi.funder
Maryland Advanced Research Computing Cluster,1,
Max Planck ETH Center for Learning Systems,1,
Max Planck Institute for Solar System Research at the University of Goettingen,1,
MBIE SSIF Fund,1,
McCain Foundation,1,
McCusker Foundation grant,1,
McDonnell Center for Systems Neuroscience at Washington University,1,
MD Foundation Australia,1,
MD Stipend from Berlin Institute of Health,1,
"MediaTek Inc., Hsin-chu, Taiwan",1,
MediaTek Ph.D. Fellowship Program,1,
Medical and Health Science and Technology Project of Guangzhou Municipal Health Commission,1,
Medical Biometrics Perception and Analysis Engineering Laboratory,1,
Medical Engineering Cross Research Foundation of Shanghai Jiao Tong University,1,
Medical Imaging from the University of Calgary,1,
Medtronic/Royal Academy of Engineering Research Chair,1,
"Melbourne-Chindia Cloud Computing (MC3) Research Network, Australia",1,
"Merck &amp; Co., Inc.",1,
"Meso Scale Diagnostics, LLC.",1,
METACELL,1,
Meteorological Earthquake See-At Technology Development Research,1,
"MHRD, Government of India",1,
"MIC, Japan",1,
Michigan Institute for Computational Discovery & Engineering Catalyst,1,
Micro-Electronics Corporation,1,
Microsoft AI for Earth program,1,
Microsystems Strategic Alliance of Quebec,1,
Mid-America Transplant Society,1,
Midcareer Researcher Program,1,
"Milan Fashion Hair Group, Tainan, Taiwan",1,
MINECO,1,
Mineral Resources,1,
ministerio educacion y ciencia,1,
Ministry for Innovation and Technology,1,
"Ministry of Business, Innovation and Education",1,
Ministry of Economy and Competitiveness of Spain,1,
"Ministry of Economy and Finance, Republic of Korea",1,
"Ministry of Education (MoE) through the Advanced Intelligent Biomedical Allied Research Center, Higher Education Sprout Project, Taiwan",1,
Ministry of Education Humanities and Social Sciences Research Planning Fund Project,1,
Ministry of Education in China Project of Humanities and Social Sciences,1,
Ministry of Education Industry-Academic Cooperation,1,
Ministry of Education Joint Fund Project of China,1,
Ministry of Education Malaysia through the Higher Institutional Centre of Excellence (HICoE) Scheme awarded to the Centre for Intelligent Signal and Imaging Research,1,
Ministry of Education MOE Academic Research Fund of Singapore,1,
Ministry of Education of China Youth Fund Project of Humanities and Social Sciences,1,
Ministry of Education Science and Technology Development Center Industry-University Research Innovation Fund,1,
Ministry of Education Science and Technology Development Center Industry-University Research Innovation Fund (,1,
Ministry of Education through the Basic Science Research Program,1,
"Ministry of Education, Ethiopia (ET) and DAAD",1,
"Ministry of Education, Republic of Singapore",1,
"Ministry of Education, Taiwan, R.O.C.",1,
"Ministry of Education, Youth and Sports of the Czech Republic",1,
"Ministry of Education, Youth and Sports of the Czech Republic through the Project OP VVV Electrical Engineering Technologies with High-Level of Embedded Intelligence",1,
"Ministry of Education, Youth, and Sports of the Czech Republic",1,
"Ministry of Finance and Ministry of Research, Technology, and Higher Education of the Republic of Indonesia",1,
"Ministry of Health & Welfare, Republic of Korea",1,
Ministry of Higher Education and Scientific Research of Tunisia,1,
Ministry of Housing and Urban Construction Science and Technology Project of China,1,
Ministry of Human Capacities,1,
Ministry of Industry of France,1,
Ministry of Information Industry China,1,
"Ministry of Innovation, Science and Research",1,
Ministry of Malaysia,1,
"Ministry of Research, and Technology (RISTEKBRIN), Indonesia, through the Applied Research",1,
"Ministry of Research, Technology, and Higher Education of the Republic of Indonesia through the 2019 World Class Professor (WCP) Programme",1,
"Ministry of Rural Development and Consumer Protection of Baden-Württemberg, Germany",1,
Ministry of Science and Arts,1,
Ministry of Science and Higher Education of Poland,1,
"Ministry of Science and ICT, Republic of Korea",1,
Ministry of Science and Technology DST ICPS Division New Delhi Government of India through the Project IoT based automated Real Time and Effective Traffic Signal Scheduling for Smart City,1,
Ministry of Science and Technology of the PRC,1,
Ministry of Science Innovation and Universities of Spain,1,
"Ministry of Science, ICT",1,
"Ministry of Science, ICT, Korea",1,
"Ministry of Trade, Industry, and Energy, South Korea, through the Industry Core Technology Development Program",1,
Miocevich Family grant,1,
Miriam and Sheldon G. Adelson Medical Research Foundation,1,
MIST,1,
MIT,1,
MIT--SenseTime Alliance on Artificial Intelligence,1,
MIWF,1,
MMU Research and Development Capital Expenditure 2019,1,
MN State LCCMR program,1,
"MnDRIVE Initiative on Robotics, Sensors, and Advanced Manufacturing",1,
Modern Agro-Industry Technology Research System of Maize,1,
MOE Tier 2,1,
MoE-CMCC “Artificial Intelligence” Project,1,
MoEAcRF Tier 1 grant of Singapore,1,
MOST,1,
MRA Established Investigator Award,1,
MRI,1,
MRI Instrument,1,
MSD,1,
"MSIT (Ministry of Science, ICT), Korea, under the Grand Information Technology Research Center Support Program, supervised by the IITP",1,
"MSIT, South Korea, through the Information Technology Research Center (ITRC) Support Program, supervised by the Institute of Information & Communications Technology Planning & Evaluation",1,
"MSIT(Ministry of Science and ICT), Korea, under the ITR",1,
MSIT/NRF,1,
Multi-Dimensional Directed Nanoscale Assembly Center,1,
Multidisciplinary Precision Oncology Project of Shandong University,1,
Murdoch Universitys Vice Chancellors Small Steps of Innovation Funding Program,1,
N,1,
Nanyang Assistant Professorship,1,
NASA Earth Science Data Systems Program,1,
NASA Interdisciplinary Research in Earth Science,1,
Nation Natural Science Foundation of China,1,
"Nation Research Foundation, Prime Minister&#x0027;s Office",1,
National 12th 5-year Science and Technology Support Program,1,
"National Agriculture Science Fund (NASF), ICAR",1,
National Center for Advancing Translational Sciences of the National Institutes of Health,1,
National Center for Supercomputing Applications (NCSA) Industry Program,1,
National Council for Scientific Research in Lebanon & Saint Joseph University of Beirut,1,
National Cryptography Development Fund,1,
National Cyberinfrastructure for Scientific Data Analysis at Scale,1,
National Data Sharing Infrastructure of Earth System Science,1,
National Defense Basic Research Plan,1,
National Defense Basic Scientific Research of China,1,
National Defense Science and Technology Innovation Zone Fund of China,1,
National Defense Technology Innovation Program of China,1,
"National Digital Library of India Project sponsored by the Ministry of Human Resource Development, Government of India at IIT Kharagpur",1,
National Entrepreneurship and Innovation Demonstration Base of China,1,
National Formosa University,1,
National Health and Medical Research Council of Australia,1,
National Health Institute,1,
National Health Insurance Fund,1,
"National Heart, Lung and Blood Institute, National Institutes of Health",1,
National High Technology Research and Development Program of China,1,
National Innovation and Entrepreneurship Training Program for College Students,1,
National Innovation Program for College Students of China and Science and Technology Project of State Grid Corporation of China,1,
National Institute for Health Research (NIHR) School for Primary Care Research,1,
National Institute for Theoretical Physics,1,
National Institute of Biomedical Imaging and Bioengineering training,1,
National Institute of Health award,1,
National Institutes of Health grants,1,
National Joint Engineering Research Center of Network Security Detection and Protection Technology,1,
National Key Basic Research Program,1,
National Key Basic Research Project of China,1,
National Key Instrumentation Development Project of China,1,
National Key Laboratory of Science and Technology on Blind Signal Processing,1,
National Key Laboratory of Science and Technology on Reliability and Environmental Engineering,1,
National Key Laboratory of Science and Technology on UAV,1,
"National Key Laboratory of Science and Technology on UAV, Northwestern Polytechnical University, China",1,
National Key R & D Program of China,1,
National Key R &amp; D Program of China,1,
National Key R $\$ D Program of China,1,
National Key R 8 D Program of China,1,
National key R and D program,1,
National Key R AND D Program of China,1,
National Key R\&D Program of China,1,
National Key R&#x0026;D Program,1,
National Key R&#x0026;D Program of China,1,
National Key R&D Program for the 13th-Five-Year Plan of China,1,
National Key R&D Program in China,1,
National key R&D program of China,1,
National Key Research & Development Program of China,1,
National Key Research and Department Program of China,1,
National Key Research and Development,1,
national key research and development plan,1,
National Key Research and Development Plan,1,
National Key Research and Development Plan “Important Scientific Instruments and Equipment Development”,1,
National Key Research and Development Plan Project,1,
"National Key Research and Development Plan, Advanced Rail Transit Special Project",1,
National Key Research and development Program of China,1,
National Key Research and Development Program of China for Intergovernmental Cooperation,1,
National Key Research and Development Program of China under grant,1,
National Key Research and Development Programme of China,1,
National Key Research and Development Project of Zhejiang Province of China,1,
National Key Research and Development Projects,1,
National Key Research and Development Projects of China,1,
National Key Research Development Program of China,1,
"National Key Research, and Development Program of China",1,
National Key Technology R&D program,1,
National Key Technology R&D Program of China,1,
National Natural Science Foundation for Distinguished Young Scholar of China,1,
National Natural Science Foundation of China under Grant,1,
National Natural Science Foundation of China-Research on New Technology of Core Algorithm,1,
National Natural Science Foundation of China: Research on Public Environmental Perception and spatial-temporal Behavior Based on Socially Aware Computing,1,
National Natural Science Fund of China for International Cooperation and Exchanges,1,
National Natural Science Fund Projects,1,
National Nature Science Foundation Projects,1,
National Nature Science Funds of China,1,
National Numerical Wind Tunnel Project,1,
National Postdoctoral Foundation for Innovative Talents,1,
National Program for Excellence in SW,1,
National Program on Key Basic Research Project of China,1,
National Program on Key Research Project,1,
National Research Foundation of Korea (NRF),1,
"National Research Foundation of Korea (NRF) funded by the Ministry of Science, ICT, and Future Planning",1,
National Research Foundation of Korea (NRF) grant funded by the Ministry of Education,1,
"National Research Foundation of Korea (NRF) grant funded by the Ministry of Education, Science and Technology",1,
National Research Foundation of Korea NRF grant funded by the Ministry of Science and ICT MSIT Korea Government,1,
"National Research Foundation of Korea, Republic of Korea",1,
"National Research Foundation, Sembcorp Industries Ltd.",1,
National Resource for Biomedical Supercomputing,1,
National Robotics Program,1,
National Robotics Programme under its Robot Domain Specific,1,
National Robotics Programme under its Robotics Enabling Capabilities and Technologies,1,
National Science & Technology Major,1,
National Science & Technology Major Project,1,
National Science and Technology,1,
National Science and Technology Infrastructure Program of the Ministry of Science and Technology of China,1,
National Science and Technology Projects of China,1,
National science foundation,1,
National Science Foundation award,1,
National Science Foundation China,1,
National Science Foundation Civil Infrastructure Systems,1,
National Science Foundation EFRI,1,
National Science Foundation Graduate Research Fellowship,1,
National Science Foundation grant,1,
National Science Foundation of China,1,
National Science Foundation of China | Major Research Plan,1,
National Science Foundation Research Experience for Undergraduates,1,
National Science Fund for Distinguished Young Scholars of China,1,
National Science Fund of China,1,
National Sciene Foundation,1,
National Scientific Foundation Committee of China,1,
National Security Sciences Directorate,1,
National Sleep Research Resource,1,
National Special Support Plan of China,1,
National Students Innovation and Entrepreneurship Training Program,1,
National Youth Fund of China,1,
National Youth Guarantee System Program of the Spanish Ministry of Economy and Competitiveness,1,
Natural Science and Engineering Research Council NSERC of Canada specifically the NSERC Discovery Grant Program and NSERC CREATE TrustCAV,1,
Natural Science Basic Research Plan in Shanxi Province of China,1,
natural science foundation Anhui Province,1,
Natural Science Foundation Committee Program of China,1,
Natural Science Foundation for Outstanding Young Scholars of Fujian Province,1,
Natural Science Foundation of Guang dong Province,1,
Natural Science Foundation of Guangdong Province under Grant,1,
Natural Science Foundation of Guangzhou City,1,
Natural Science Foundation of Hebei Province of China,1,
Natural Science Foundation of Hunan,1,
Natural Science Foundation of Inner Mongolia Autonomous Region,1,
Natural Science Foundation of Jiangsu Higher Education Institutions of China,1,
Natural Science Foundation of Jiangsu Province of China,1,
Natural Science Foundation of Liaoning Province: “Micro-field” Construction of Underground Rail Transit Space and Green Energy-saving Technology,1,
Natural Science Foundation of Shaoyang City,1,
Natural Science Foundation of Shenzhen,1,
"Natural Science Foundation of the Higher Education Institutions of Jiangsu, China",1,
Natural Science Foundation of Xinjiang Uygur Autonomous Region,1,
Natural Science Foundation Project of CQ,1,
Natural Science Fund of Chongqing,1,
Natural Science Fund Project of Jiangsu Province,1,
Natural Science Funding of China,1,
Natural Science Major Project for Anhui Provincial University,1,
Natural Sciences Foundation of China,1,
Natural Youth Science Foundation of China,1,
nature and science foundation of China,1,
Nature Science Fund of Guangdong Province,1,
Naval Research,1,
NCI Cancer Center Shared Resources,1,
NCTN Operations Center Grant,1,
NCTN SDC Grant,1,
NERC,1,
"Netflix, Inc.",1,
Netherlands Organisation for Scientific Research [STW OTP,1,
Netherlands Organization for Scientific Research,1,
NeuroRx Research,1,
Neurotrack Technologies,1,
New Model Application Project of Intelligent Manufacturing in the Ministry of Industry and Information,1,
New nergy-saving environmental protection agricultural engine development,1,
New York State Bluebird Society,1,
"nGoggle Inc., United States",1,
NHRMC,1,
NIAMS,1,
Niger Delta Development Commission,1,
NIH HPC Biowulf cluster,1,
NIH NHLBI,1,
NIH Trailblazer Award,1,
NIH/NCI Cancer Center,1,
NIH/NHLBI,1,
NIH/NIA,1,
NIH/NIAMS,1,
NIH/NIBIB,1,
NIH/NIDCR,1,
NIH/NIGMS,1,
NIH/NINDS,1,
"Nihon Medi-Physics Co., Ltd",1,
NinePoint Medical,1,
"Ningbo ""2025 S&T Megaprojects""",1,
Ningbo 2025 S&amp;T Megaprojects,1,
Ningbo City Innovative Team Project,1,
Ningbo Municipal Projects for Leading and Top Talents,1,
Ningbo Natural Science Programme,1,
Ningbo Public Welfare Science and Technology Project,1,
"Ningbo Public Welfare Science, and Technology",1,
Ningbo Technology and Public Welfare Foundation of China,1,
NJUPT,1,
NJUPT Teaching Reform Project,1,
no body,1,
No. 36 Research Institute of CETC,1,
Non-profit Central Research Institute Fund of,1,
Non-profit Central Research Institute Fund of Chinese Academy of Medical Sciences,1,
none,1,
Norte Portugal Regional Operational Programme,1,
North American Bluebird Society,1,
North Carolina Division of Marine Fisheries,1,
North Carolina Sea Grant/Space Grant Fellowship program,1,
North Gyeongsang Province,1,
North-Rhine Westphalia,1,
Northern Territory Government of Australia,1,
"Norwegian Health Association, South-Eastern Norway Regional Health Authority, and the National Programme for Clinical Therapy Research",1,
NSERC -- Natural Sciences and Engineering Research Council,1,
NSERC CREATE I3T Award,1,
NSERC Discovery,1,
NSERC E.W.R. Steacie Memorial Fellowship,1,
NSERC/CRSNG Collaborative Research and Development,1,
NSF China,1,
NSF EARS,1,
NSF EFRI Program,1,
NSF Faculty Early Career Development Program,1,
NSF Graduate Research Fellowship Program,1,
NSF Growing Convergent Research,1,
NSF PIRE,1,
NSF SRC E2CDA Program,1,
NSF through the University of Wisconsin Materials Research Science and Engineering Center,1,
NSFC/RGC Joint Research Scheme,1,
NSFSRC,1,
NTP-NFTÖ-17 Young Talent Scholarship,1,
Nuclear Research & Development Program,1,
NUDT Science Foundation,1,
NVIDIA Academics Team,1,
NVIDIA GPU Corporation,1,
NWO Computing Grants,1,
OAC,1,
OANDA and Olsen Ltd,1,
Office of University Programs,1,
OHSRC part of Oxford Hospitals Charity,1,
"Oil and Gas Innovation Centre, UK",1,
Ontario Centers of Excellence,1,
Ontario Early Researcher Award,1,
Open Access Publication Fund of the University of Duisburg-Essen,1,
Open Director Fund of State Key Laboratory of Pulsed Power Laser Technology,1,
Open Foundation of Key Lab of Virtual Geographic Environment,1,
Open fund for Jiangsu Key Laboratory of Advanced Manufacturing Technology,1,
open fund of China Ship Development and Design Centre,1,
open fund of Guangxi Key Laboratory of Wireless Wideband Communication and Signal Processing,1,
"Open Fund of Key Laboratory of Exploration Technologies for Oil and Gas Resources (Yangtze University), Ministry of Education",1,
Open Fund of Key Laboratory of Geospatial Technology for the Middle and Lower Yellow River Regions Henan University Ministry of Education,1,
Open Fund of State Key Laboratory of Operation and Control of Renewable Energy & Storagy System,1,
Open Fund of Zhejiang Institute of Freshwater Fisheries,1,
Open Fund Project for Innovation Platform of universities in Hunan Province,1,
Open Fund Project of Science and Technology on Communication Networks Laboratory,1,
"Open Grant of the State Key Laboratories on Smart Grid Protection Operation and Control, Shenzhen Municipal Science and Technology Innovation Committee Basic Research Project",1,
open project of Anhui province key laboratory of special and heavy load robot,1,
Open Project of State Key Laboratory of Novel Software Technology Nanjing University,1,
Open Project of Zhejiang Provincial Key Laboratory of Advanced Microelectronic Intelligent Systems and Applications,1,
Open Project Program of State Key Laboratory of Marine Resource Utilization in South China Sea,1,
Open Project Program of the National Laboratory of Pattern Recognition,1,
Open Project Program of the State Key Lab of CAD and CG Zhejiang University,1,
Open Research Foundation of National Mobile Communications Research Laboratory of Southeast University,1,
open research fund from Shandong Provincial Key Lab. of Wireless Communication Technologies,1,
Open Research Fund of Hunan Provincial Key Laboratory of Intelligent Processing of Big Data on Transportation,1,
Open Research Fund of Jiangsu Engineering Research Center of Communication and Network Technology,1,
open research fund of National Mobile Communications Research Laboratory Southeast University,1,
Open Research Fund of National Mobile Communications Research Laboratory Southeast University,1,
"Open Research Fund of National Mobile Communications Research Laboratory, Southeast University",1,
Open Research Fund of Shaanxi Key Laboratory of Information Communication Network and Security,1,
Open Research Fund of State Key Laboratory of Pulsed Power Laser Technology,1,
"Open Research Fund Program of the Key Laboratory of Digital Mapping and Land Information Application Engineering, NASG",1,
Open-Fund of WNLO,1,
Opening Fund of Engineering Research Center of Cognitive Healthcare of Zhejiang Province,1,
Opening Fund of Key Laboratory of Deep Oil and Gas,1,
Opening Project of Shanghai Trusted Industrial Control Platform,1,
Opening Project of State Key Laboratory of Digital Publishing Technology,1,
"Opileak.es, Spain",1,
OPMALLORCAMAR,1,
"Optoelectronic Information Technology Key Laboratory Open Project Fund of Yunnan Province, China",1,
orea Institute of Industrial Technology,1,
"Organ Technologies Inc., Japan",1,
Original Innovation Program of CAS,1,
ORISE Intelligence Community Postdoctoral Fellowship,1,
Other Foundation,1,
Outstanding Science and Technology Innovation Team of Jiangsu Higher Education Institutions of China,1,
Outstanding Youth Foundation of Jiangsu Province,1,
Outstanding Youth Science Fund of Hebei Province,1,
"Overseas Academic Training Funds, University of Science and Technology of China",1,
Oxford Martin School,1,
"Oxford University Hospitals, University of Oxford, UK",1,
"Pacific Northwest Transportation Consortium (PacTrans), USDOT University Transportation Center for Federal Region 10",1,
Paramount Computer Systems,1,
"Paris Seine Initiative (CY Cergy Paris Université, CNRS, ENSEA, and ETIS Laboratory) Project through the ASIA Chair of Excellence",1,
Partnership Grant between Sunway University and University of Malaya,1,
Password Theory Project of the 13th Five-Year Plan National Cryptography Development Fund,1,
Pázmány University,1,
PCL Future Greater-Bay Area Network,1,
PCL Future Greater-Bay Area Network Facilities for Large-scale Experiments and Applications,1,
PCL Future Greater-Bay Area Network Facilities for Large-Scale Experiments and Applications,1,
Pearl River Nova Program of Guangzhou,1,
Pearl River Talent Recruitment Program,1,
Pentax,1,
PERD,1,
Personalized Medicines—Molecular Signature-based Drug Discovery and Development,1,
Perth Children’s Hospital-Telethon Grant,1,
Peter Wall Institute for Advanced Studies through a research grant,1,
Ph.D. Research Startup Foundation of the Xinjiang Institute of Engineering,1,
Ph.D. Student Short-Term Exchange Program of Beijing University of Posts and Telecommunications,1,
Philipps-University of Marburg,1,
Philips Healthcare,1,
Philosophy and Social Science Foundation of Hubei Province,1,
Photonic-Storage Subsystem Input&#x002F;Output,1,
Pilot National Laboratory for Marine Science and Technology,1,
Pioneer Hundred Talents Program of Chinese Academy of Sciences,1,
Piramal Imaging,1,
Pittsburgh Supercomputing Center,1,
Planning Project of Science & Technology Department of Sichuan Province,1,
Polish National Centre for Research and Development,1,
Portuguese Research Agency FCT,1,
Post-doctor Fund of Jiangsu Province,1,
Postdoctoral Research Foundation of Yunnan Province 2020,1,
Postdoctoral Science Foundation Grand,1,
Postdoctoral Science Foundation of China,1,
"Postgraduate Research & Practice Innovation Program of Jiangsu Province, China",1,
Postgraduate Research and Practice Innovation Program of Jiangsu Province,1,
"Postgraduate Research and Practice Innovation Program of Jiangsu Province, China",1,
Practical Teaching Research Foundation of BUCEA,1,
Prime Minister's fellowship for doctoral research,1,
Priority Research Centers Program,1,
Progenics,1,
Program for Changjiang Scholars and Innovation Research Team in University,1,
Program for HUST Academic Frontier Youth Team,1,
Program for Yong Talents of Science and Technology in Universities of Inner Mongolia Autonomous Region,1,
Program of Institute of Forest Resource Information Techniques,1,
Program of Scientific and Technological Research of Henan Province,1,
Programme of Introducing Talents of Discipline to Universities,1,
"project entitled “(IOT Based Holistic Prevention and Prediction of CVD (i-PREACT)” funded by the ICPS Division, Department of Science and Technology (DST), Government of India",1,
Project Establishment of Scientific Research Topics for College Students,1,
Project Fund of Shanghai Economic and Information Commission and the application of artificial intelligence in new retail,1,
Project of Art Science in Shandong Province,1,
Project of China Geological Survey,1,
Project of Fujian Social Science Planning and Research,1,
Project of Innovative Special Funds for Graduate Students,1,
"Project of International Science and Technology Cooperation of Guangdong province, China",1,
project of science and Technology Department of Sichuan Province?Internet of things platform research,1,
Project of Science and Technology Plans of Wenzhou City,1,
Project of Shandong Province Higher Educational Science and Technology,1,
Project of Shandong Province Post Graduate Education Innovation Program,1,
Project of Shenzhen International Cooperation Foundation,1,
Project of Synergistic Innovation Center of Jiangsu Modern Agricultural Equipment and Technology,1,
Promotion of Basic Ability of Young and Middle-aged Teachers in Universities of Guangxi,1,
Promotion Program for Young and Middle-aged Teacher in Science and Technology Research of Huaqiao University,1,
Prostate Cancer Early Investigator Award,1,
Protein Research Unit Ruhr within Europe,1,
Public Technology Research Project of Zhejiang Province,1,
Public Trust Cardiovascular Research Fund,1,
"Public Welfare Project of Huzhou, China",1,
"public, commercial, or not-for-profit sectors",1,
Purple Mountain Laboratories for Network and Communication Security,1,
Pusan National University Yangsan Hospital,1,
Qatar Carbonates and Carbon Storage Research Centre,1,
"Qatar National Library (QNL), Doha, Qatar",1,
Qatar University Emergency Response Grant,1,
Quantum Flagship PASQuanS,1,
"R&D and Application of a New Generation of Intelligent Industrial Robots, Core Technology Research Project, Foshan City",1,
"R&D Convergence Program of NST (National Research Council of Science and Technology), South Korea",1,
"R&D Program of Shenzhen, China",1,
RAE Improvement Fund from the Faculty of Science,1,
RAFT solutions Ltd,1,
Rajavithi Hospital,1,
Ramon y Cajal Programme,1,
"Ramon y Cajal Programme, Spain",1,
Raylytic GmbH,1,
"Reasearch Foundation of Hwa Mei Hospital, University of Chinese Academy of Sciences, China",1,
Recruitment Program for Leading Talent Team of Anhui Province,1,
Région Ile-de-France,1,
Regional Development for identification,1,
Reignwood Cultural Foundation,1,
Reinholdt W. Jorck og Hustrus Fonden,1,
Renewable Energy Sources,1,
research,1,
Research and Development Program in Key Areas of Guangdong Province,1,
Research and Development Program of Key Science and Technology Fields in Guangdong Province,1,
Research and Development project of POSCO,1,
Research and Equipment Development of New Grain Situation Measurement and Control Technology,1,
Research Committee of University of Macau,1,
Research Council of Norway project,1,
Research Council of Norway’s Industrial PhD Programme,1,
Research Development Plan of Key Areas in Guangdong Province,1,
Research Ethics Committee of Sun Yat-sen University Cancer Center,1,
Research Foundation of Guangdong Province,1,
Research Foundation of Science and Technology on Communication Networks Laboratory,1,
Research Fund Junior Researchers,1,
Research Fund of the Key Laboratory of Wireless Sensor Network and Communication,1,
Research Funding Sponsorship,1,
Research Funds of CCNU from the Colleges’ Basic Research and Operation of MOE,1,
"Research Grant Council of Hong Kong SAR Government, China",1,
"Research Grant Council, University Grant Committee, Hong Kong SAR",1,
Research Grant from Kneron Inc,1,
research grant from the Natural Sciences and Engineering Research Council NSERC of Canada,1,
Research Grants Council of the Government of the Hong Kong Special Administrative Region,1,
Research Grants Council Theme-Based Research Scheme,1,
Research Grants from College of Advanced Interdisciplinary Studies,1,
Research Institute of Tsinghua Pearl River Delta HKRGC GRF,1,
"Research of Novel Method and Technology of Geophysical Prospecting, CNPC",1,
Research of Online Monitoring and Operator Support Technology,1,
"Research on Key Measurement Standards and Traceability Technology of Water Transport Engineering, National Key Research and Development Plan",1,
Research on key technology of industrial control security protection for new energy grid-connection,1,
Research on Real-time Autonomous Control Strategies for Power Grid based on AI Technologies,1,
"Research on Sino-Tibetan Multi-Source Information Acquisition, Fusion, Data Mining and Its Application",1,
Research on transformation and upgrading of Shandong free trade port zone to free trade zone under the background of digital trade approval,1,
Research Programs of Sichuan Science and Technology Department,1,
research project “TALIsMan-Tecnologie di Assistenza personALizzata per il Miglioramento della quAlità della vitA”,1,
"Research Project of Hanshan Normal University,China",1,
Research Project of Xi’an Postdoctoral Innovation Base,1,
Research Project on Curriculum Reform of Teacher Education in Henan Province,1,
research projects AGAUR,1,
Research Startup Project of Yangtze Normal University,1,
Research Topics of Hospital Information Management of China Hospital Association,1,
Respiratory Foundation of Kuopio Region,1,
Retina Australia grant,1,
RFID intelligent handheld mobile terminal and solution for food and drug traceability system,1,
RG380-17AFR,1,
"RGC of the Hong Kong SAR, China",1,
"Rice Department, Ministry of Agriculture and Cooperatives",1,
Richard and Loan Hill Foundation,1,
RIE2020 Advanced Manufacturing and Engineering AME programmatic grant,1,
Rijkswaterstaat KPP VOW programme,1,
Robert J. Mattauch Endowment funds,1,
Robotic Discipline Development Fund,1,
Rowland Institute at Harvard University,1,
Royal Academy of Engineering Chair in Emerging Technologies,1,
Royal Columbian Hospital Foundation,1,
Royal Society Newton Advanced Fellowship,1,
Royal Society Research,1,
Royalties for Region,1,
RSNA R&E Foundation Research Scholar Grant,1,
RUSA–Phase 2.0,1,
S&T Planning Project of Guangdong Province,1,
"Sabbatical Fund from KTH Royal Institute of Technology, Stockholm, Sweden",1,
Sakarya University Scientific Research Projects Unit,1,
Samsung Medical Center,1,
Samsung Research Funding and Incubation Center of Samsung Electronics,1,
SamsungUCSB collaboration,1,
San Antonio Life Science Institute,1,
SBIR&#x002F;STTR Program,1,
Scheme for Promotion of Academic and Research Collaboration,1,
Schmidt Science Fellows program,1,
School Level Training Program,1,
School of Earth Science at Zhejiang University,1,
School of Mathematical Sciences,1,
"Science & Technology Development Project of Jilin Province, China",1,
Science and Technology and Economic Commission of Shanghai Pudong New Area,1,
Science and Technology Bureau of Changsha,1,
Science and Technology Bureau of Quanzhou,1,
Science and Technology Bureau of Xiamen,1,
Science and Technology Cooperation Project of the CNPC-SWPU Innovation Alliance,1,
Science and Technology Department of SiChuan Province,1,
"Science and Technology Development Fund from Macao S.A.R., Macao",1,
Science and Technology Development Fund Macau SAR,1,
Science and Technology Development Fund of Shandong Province of China,1,
Science and Technology Development Fund of Tianjin Education Commission for Higher Education,1,
"Science and Technology Development Fund, Macau",1,
"Science and technology development project of Jilin province, China",1,
Science and Technology Foundation of Beijing Municipal Science & Technology Commission,1,
Science and Technology Foundation of Liaoning Province of China,1,
Science and Technology Innovation Platform Project of Jiangxi Province,1,
"Science and Technology Innovation Program of National Defense, Science, and Technology Planning Project of Shenzhen",1,
Science and Technology Innovation Special Fund Project of Guangdong Province,1,
Science and Technology Innovation Team of Shaanxi Province for Broadband Wireless and Application,1,
Science and Technology Key Projects of Hunan Province,1,
Science and Technology Mobilization Program of Dongguan,1,
Science and Technology Nova Plan of Beijing City,1,
Science and Technology Plan of Guangdong Province of China,1,
Science and Technology Plan Project Fund of Hunan Province,1,
"Science and Technology Planning Project of Guangdong Province, China",1,
Science and Technology Planning Project of Inner Mongolia,1,
Science and Technology Planning Project of Nanning,1,
Science and Technology Program of Beijing,1,
Science and Technology Program of Chinese State Grid Corporation,1,
Science and Technology Program of Guangdong Province,1,
Science and Technology Program of Guangzhou of China,1,
Science and Technology Program of Shaanxi Province,1,
Science and Technology Program of Sichuan Province China,1,
"Science and Technology Program of Sichuan Province, China",1,
"Science and Technology Project of Guangdong, China",1,
Science and Technology Project of Jilin Provincial Department of Education,1,
Science and Technology Project of Yunnan Provincial Transportation Department,1,
"Science and Technology Projects of Xi'an, China",1,
science and technology projects of Xuancheng,1,
Science and Technology Research Project of Colleges and Universities in Hebei Province,1,
Science and Technology Support Plan of Youth Innovation Team of Shandong Higher School,1,
Science and Technology Support Program of Tianjin,1,
Science and Technology Support Project of Changzhou,1,
Science and Technology Talents Program of the Hunan Association for Science and Technology,1,
science foundation for young scientists of Anhui university of technology,1,
Science Foundation of Department of Education of Zhejiang,1,
Science Foundation of the Fujian Province,1,
Science Fund for Creative Research Groups of National Natural Science Foundation of China,1,
Scientific and Technical Research Council of Turkey,1,
"Scientific and Technological Department of Xi’an City ,China",1,
Scientific and Technological Development Program of Jilin Province,1,
Scientific and Technological Innovation Foundation of Shunde Graduate School,1,
Scientific and Technological Research Council of Turkish,1,
Scientific and Technological Research of Education Department of Hubei Province,1,
Scientific Instrument Developing Project of the Chinese Academy of Sciences,1,
Scientific Instrument R&D Program,1,
Scientific Instrument R&D Program of the Chinese Academy of Sciences,1,
Scientific Instruments Development Program of NSFC,1,
Scientific Platform Improvement Project of UESTC,1,
